clean_text,label_num
job number job number posted enron website p m thank felicia solis,0
mobil beaumont rebecca spoke brian nichols august preliminary invoice appears problem august volumes low deliveries centana missing problem hpl data having brain fade remember person measurement department contact maybe look corrected thanks lee,0
meter daren checking mips correct jan flowed dth dth bad estimate better estimate received sorry confusion al forwarded aimee lannou hou ect aimee lannou gary w lamphier hou ect ect cc daren j farmer hou ect ect subject meter gary did deliver gas phillips dec sure plant did deliver dec questions let know aimee enron north america corp gary w lamphier daren j farmer hou ect ect aimee lannou hou ect ect cc gary w lamphier hou ect ect subject meter phillips said shorted gas december lst pulled january verify did deliver dec case firm sale owe gas dec index bad let know happened dec deal jan daren j farmer pm gary w lamphier hou ect ect cc subject meter gary negotiated price d forwarded daren j farmer hou ect pm aimee lannou pm daren j farmer hou ect ect cc subject meter daren meter nom day jan flowed day valid flow extend deal dec deal create new thanks al,0
hpl nom october attached file hpll xls hpll xls,0
fuel answer systems processes handle let know asap thanks edward d gottlob bherod enron com cc subject fuel brenda know fuel big risk things trying shipper pay fuel mean purchase transport possibly sell gas fuel percentage price downstream systems scheduling handle,0
enrononline stack manager changes following modifications enrononline applications stack manager changes order enhancements effective tuesday september stack order stack manager right click pink shaded order depth window stack manager select trader ability limit orders appear trader s stack sides order filled order volume regardless trader s stack volume filling order trader s price cause hedge occur resize floated stack windows effective tuesday september ability resize stack window desired extent website changes effective monday september limit order restrictions physical transactions customers allowed transact physical transactions stack limit order placed physical product counterparty desk placed order allowed transact customer desk stack limit orders different prices bid offer subsequently moves price price orders cancelled customer effectively transacted questions thanks savita x,0
industrial report forward buyback deficiency deals march worksheet greatly assist completing request forwarded robert e lloyd hou ect pm daren j farmer pm robert e lloyd hou ect ect cc pat clynes corp enron enron subject indutrial report robert ken developed industrial report left o logistics kenseaman industrialsmonthly file month need update march need distributed gas control logistics let know questions d,0
intraday eastrans nominations change nomination daren j farmer ect pm megan parker corp enron enron cc subject intraday eastrans nominations change nomination send copy pan energy s spreadsheet sept d enron north america corp megan parker enron pm daren j farmer hou ect ect cc subject intraday eastrans nominations change nomination darren think marta referring supply deal price gd check price missing overdelivery calculation spreadsheet attached september spreadsheet megan daren j farmer ect megan parker corp enron enron cc subject intraday eastrans nominations change nomination megan message pricing deal incorrect hsc gd corrected deal ticket d forwarded daren j farmer hou ect mkhenderson duke energy com dfarmer enron com cc subject intraday eastrans nominations change nomination pass following information meagan parker pricing isn t matching forwarded marta k henderson houston pefs pec marta k henderson pm dfarmer enron com john bretz gcs cec pec pec cc john bretz gcs cec pec pec donna j dobb houston pefs pec pec sharon beemer ftworth pefs pec pec subject intraday eastrans nominations change nomination follow documentation intraday sale following states pricing redeliveries mmbtu fuels cotton valley priced paragraph la contract price mmbtu section transaction agreement mmbtu etgs carthage hub tailgate priced paragraph lc contract price mmbtu section transaction agreement mmbtu cipco mobile beaumont priced differently paragraph lb contract price mmbtu section transaction agreement price mmbtu hsc daily plus mmbtu confirm replying e mail message forwarded marta k henderson houston pefs pec pm marta k henderson darrel f bane easttexas pefs pec pec john bretz gcs cec pec pec chad w cass gcs cec pec pec michael r cherry easttexas pefs pec pec bruce mcmills ftworth pefs pec pec william e speckels gcs cec pec pec donna c spencer gcs cec pec pec julia urbanek gcs cec pec pec dora j levy gcs cec pec pec briley enron com dfarmer enron com carlos j rodriguez enron com sharon beemer ftworth pefs pec pec connie wester easttexas pefs pec pec cc subject intraday eastrans nominations change nomination deliveries continue mmbtu dy redeliveries fuels cotton valley hpl s cartwheel agreement carthage mobil beaumont effective deliveries eastrans continue mmbtu dy redeliveries fuels cotton valley hpl s cartwheel agreement carthage,0
xp pro adobe office oo charset ascii safety ill sea leave appreciate taking brown similar softwares choose froma z titles instant download don t money buy needed software think desired software isn t worth price service right download sofftwaares superfast mbits connection site given exclusive registration key register sofftwaares bought registered copy sofftwaares expired adobe creative suite premium cds adobe photoshop cs cd d studio max cds adobe premiere pro cd alias wavefront maya unlimited cds microsoft office multilingual user interface pack cds microsoft office multilingual user interface pack cds microsoft project pro microsoft office publisher cd microsoft visio pro cd microsoft windows xp professional sp cd softwares popular titles chooseno paying high softwares c l c k h e r e plz allow mins complete page loading future mail delicious proper changed guard putting,1
meter allocated adonis th allocated confirmed adonis th additionally looks like confirmed receipt mitchell track id th taking conf allocation adonis track id mitchell track id zero th meter balance remains bridge errors cleared d jackie young karen lindley corp enron enron sherlyn schumack hou ect ect cc daren j farmer hou ect ect subject meter karen sherlyn gary placed daren s lap read information requested daren latest ll soon hear daren response jackie forwarded jackie young hou ect jackie young pm daren j farmer hou ect ect cc subject meter day mops hpl ena delivery nom pathed ena k day mops hpl ena deal strange day pops references adonis deal th swing deal daren j farmer pm jackie young hou ect ect cc subject meter jackie does mops days question incorrect add days adonis ticket mentioned sounds meter allocated incorrectly pops deal pathed correctly mops let know mops d forwarded daren j farmer hou ect pm enron north america corp gary w lamphier pm daren j farmer hou ect ect cc subject meter forwarded gary w lamphier hou ect pm sherlyn schumack pm jackie young hou ect ect karen lindley corp enron enron cc gary w lamphier hou ect ect subject meter issue meter mmbtu confirmed adonis pops mmbtu day day day valid deal track id confirmed actual sale adonis invoiced paid adonis trying clear feedback error report question confirmed date valid deal karen allocates actual prorating day confirmed th th allocated th allocated day allocated day th needs added deal,0
iwon member news iwon tv new year prizes dear daren farmer ve just major announcements awarding million annual grand prize march million prize mercedes convertible trip maui plus spending money network tv iwon com annual million giveaway airs april th pm et pt cbs television network latest news launching new bigger better yearlong sweepstakes starting april lst makes bigger better adding s right thirty cash prizes new weekly prize club continuing daily million monthly million annual sweepstakes iwon just keeps getting better learn new prize structure automatically entered march bonus sweepstakes click click official march bonus sweepstakes rules iwon personalized info just page personalize iwon page enjoy glance expanded news headlines add categories local weather conditions forecast information sports scores easy access new associated press coverage daily horoscope featuring new dating guide click away lottery results stock updates favorite links make iwon play free games win big prizes prizecentral com choose games solitaire slots earn tokens redeem choice monthly prizes like cash dvd players diamond earrings toys vacations wins prize central prizes start tokens click play free introducing new iwon tax center april th coming taxes advice tips online forms need plus withholding calculator tax estimator visit tax center good luck fun george nimeh vice president community member services iwon com http www iwon com wouldn t need help questions iwon service visit online help center visit iwon help received newsletter registered iwon com indicated wished receive email new features events special offers hope newsletter useful d like taken mailing list update preferences changing member profile update member profile iwon homepage click profile located page signed need update profile member profile page change email preferences update profile purchase necessary enter iwon sweepstakes march bonus sweepstakes void prohibited promotions open u s residents older odds depend number entries promotions end email distribution services iwon com provided dartmail dfarmer ect enron com,0
approval hello tried contacting awhile ago low morta ge rate qualified lowest rate years little month ba d credit doesn t matter low rates fixed matter free obli gation consultation click http www goodwayz com x loan php id bo best regards dillon osborne remov ed http www goodwayz com com x st html process takes week patient,1
impositions sturdiness handsomest relativism grayest abate days hideousness solidifying jealous bases demand porter bit chess african interfaced variables canvass refueled circled punctually racking hellman chopping edmonton navigator ozark legacies affectingly rowland bolivia ballistics phone mobile email fathomingcushions surnet cl,1
check darren review names let know names need added subtracted group prc purposes thanks help hgm sr specialist ami chokshi stacey neuweiler,0
hstoett lady sucklng huge ccok s pleasure squire kuwo,1
black marlin ua meters michael date deals start black marlin meter meters deals need book ua,0
hpl nom april attached file hplno xls hplno xls,0
tenaska iv gas management agreement initial draft sandi braband attached initial draft gas management services agency agreement tenaska iv reviewed internally forwarded distribution list checking barbara gray pat radford assistant making arrangements meeting week discuss agreement cornhusker structure generally town th urgent issue needs resolution return contact barbara gray,0
prozacs meds million people rely wonder drug prozac relax enjoy life wish receive emails click honor unsubscribe requests immediatly,1
february january industrial activities means communication used trading hour fyi links february true today finalize end today review january industrial activity alloc links buybacks ect end tomorrow tuesday taking vacation friday feb th monday feb th,0
meter need help john childres alpine getting wants paid pay looking payment dec jan john needs pay royalty owners help matter resolved charlene richmond pm daren j farmer hou ect ect cc subject meter spoke karen lindley volume allocated said passed fred boas daren j farmer pm charlene richmond hou ect ect cc fred boas hou ees ees melissa graves hou ect ect karen lindley corp enron enron subject meter deals john point allocated volume d charlene richmond pm fred boas hou ees ees daren j farmer hou ect ect melissa graves hou ect ect cc karen lindley corp enron enron subject meter getting phone calls alpine resources demanding paid meter paid person doing requesting john childers said spoke daren farmer looking mmbtu s december mmbtu s january katy gas unit like talk john phone number charlene x,0
coastal oil gas usa l p gas gathering agreement jackie morgan ect pm pat clynes corp enron enron stella l morris hou ect ect cc clem cernosek hou ect ect irene flynn hou ect ect cheryl dudley hou ect ect subject coastal oil gas usa l p gas gathering agreement referenced contract set global point specific intrastate transportation agreement contract number effective date april transaction agreement noted processing agreement let know questions jackie,0
potential list fo correction s meter vlt susan smith pm daren j farmer hou ect ect cc vance l taylor hou ect ect melissa graves hou ect ect donald p reinhardt hou ect ect subject potential list fo daren correct meter number north central thanks susan x forwarded susan smith hou ect pm susan smith pm daren j farmer hou ect ect cc vance l taylor hou ect ect melissa graves hou ect ect donald p reinhardt hou ect ect subject potential list fo daren vance s discussion s deal makers following potential deals included vance s number north central mcmurrey meter mid month mcfd approx gas daily helmrich payne ballard new meter mid month mcfd approx gas daily kcs resources dickenson bayou meter midmonth mcfd approx gas daily let know need additional information susan smith x,0
save percent super viagra save percent super viagra increase sex drive places charge charge regalis super viagra regalis contains tadalafil mg active ingredient brand cialis proved help large majority men suffer erectile dysfunction called impotence cialis regarded super viagra weekend viagra effects start sooner longer men impotence problems report regalis increases sexual pleasure staying power increasing size hardness erections safe regalis super viagra expect generic cialis work way brand cialis contain exact active ingredient tadalafil cialis safe decided doctor generic cialis safe taken doses prescribed doctor usual does mg mg pill split half ship regalis super viagra country generic cialis ships worldwide including canada japan uk australia ship product discrete brown package does mention contents shipment orders shipped india usually days arive pay regalis super viagra accept major creditcards checking accounts data transmitted directly bank using bit encription processed instantly information stored server totally safe order online infact ordering online safer using card restaurant store  buy regalis generic cialis save percent worlds best price guaranteed remove,1
neon september hey guys girls s idea icebreaker activity nd week neon idea use totally different let know way worked group share wealth group couple classic books icebreaker game type activities building community youth groups youth group trust builders time selection icebreakers gray binder drawer spend time games forced interactions especially beginning semester don t resources let know ideas familiar remember doing far longer oldest kids group ideas resources let know addition ideas think nd weeks topic couple additional thoughts given leaders realize possibly communicate low key manner freshman expectations neon initially met coming ideas neon possibly disappointed sense similar going restaurant movie tons people recommended little let importantly need realize neon event process teens say love ones long built relationships shared bunch common experiences time commitment neon weekly expectations ultimately met remember best quality time kids probably neon non neon times fun loving kids wednesday bobby neon opening lesson doc,0
hours contact information lisa maillet contact information days email correct contact information business hour hours hand preparation gas flows thanks trey lisa maillet work home mobile trey christensen work home pager pin mobile,0
ena organizational changes ena  s quarter performance outstanding achieved exceptional talent hard work ena employees ena  s ability quickly people new business ventures market opportunities enron net works reinforces depth talent ena continued commitment encourage innovation creativity things enthusiasm support people pursuing new ideas accordingly following recently announced launch enron net works associated personnel movements pleased announce following changes ena effective immediately john lavorato relocating calgary houston oversee ena risk management trading activities report office chairman john direct responsibility natural gas power emissions equities rates trading john direct responsibility risk management trading functions pulp paper coal global risk weather insurance businesses pulp paper coal global risk businesses report office chairman following john  s departure canada asked rob milnthorp president enron canada following departure greg piper industrial origination team headed jim ajello rodney malcolm edward ondarza report office chairman jim rodney edward work team ensure continued growth ena  s large industrial capability notwithstanding joint accountability distinct focus responsibility industrial group jim ajello focus coverage marketing efforts industrial segments pulp paper edward ondarza focus market making coverage marketing efforts pulp paper industry rodney malcolm focus product development structuring execution functions industrial segments asked jeff donahue oversee ena corporate development principal investing activities report office chairman corporate development continue seek strategic acquisition opportunities existing new businesses principal investing group continue focus equity venture capital syle investments high growth business lines directly related ena  s core businesses significantly influenced trends related business given change ray bowen solely responsible management ena  s commercial transactions ctg group departure ron slimp ebs scott tholan managing competitive analysis reporting group report john lavorato join congratulating individuals new roles responsibilities,0
enerfin tetco thanks darren appreciate know enerfin s numbers change chances reverse entry victor daren j farmer pm victor lamadrid hou ect ect cc subject enerfin tetco sorry victor didn t pay attention date thinking october business definitely able somthing involve east desk d forwarded victor lamadrid hou ect pm jackie young pm victor lamadrid hou ect ect cc daren j farmer hou ect ect clem cernosek hou ect ect sherlyn schumack hou ect ectcynthia franklin corp enron enron meredith mitchell hou ect ect beverly beaty hou ect ect pat clynes corp enron enron subject enerfin tetco m assuming answer free gas hplc point enron north america corp victor lamadrid pm jackie young hou ect ect daren j farmer hou ect ect clem cernosek hou ect ect sherlyn schumack hou ect ect cc cynthia franklin corp enron enron meredith mitchell hou ect ect beverly beaty hou ect ect subject enerfin tetco date really june hopefully just finding don t think process request east desk running unify june pathing june autonoms s y k compatabile volumes involved small accuracy data enerfin question don t let volume hit new oba enerfin ppa welcome thoughts victor cynthia franklin enron pm victor lamadrid hou ect ect cc subject enerfin tetco victor far advise cindy forwarded cynthia franklin corp enron pm jackie young ect cynthia franklin corp enron enron meredith mitchell hou ect ect cc clem cernosek hou ect ect sherlyn schumack hou ect ect subject enerfin tetco cynthia meredith scroll request daren regarding assist w request thanks jackie forwarded jackie young hou ect daren j farmer jackie young hou ect ect cc subject enerfin tetco jackie east desk agree roll deal d jackie young daren j farmer hou ect ect cc clem cernosek hou ect ect sherlyn schumack hou ect ect subject enerfin tetco daren mentioned dates nomination enerfin meter revealed activity ena k deal extended dec dec cover flow volume management create accounting arrangement days thanks jackie,0
enron actual totals july th ami th reflect enron iferc advise agree thanks tim,0
new contact devon note leaving enron march send future e mails regarding devon changes kathy kelly clarissa garcia schedulers sending changes coordinate future devon inquiries changes questions thanks beverly beaty,0
nom daren stuff outlined bold execpt helmerich payne spot tickets vance flow till lst engage stuff vances file spot deals month totals vances file eex corporation stuff spot tickets totals thing let lme know need forwarded tom acton corp enron vance l taylor ect pm tom acton corp enron enron cc subject nom tom s latest greatest vlt,0
kingwood cove march specials welcome enjoy kingwood cove golf specials advantage special offers receive notices weekly bi weekly longer wish receive messages simply reply request fairway free green fees march monday tuesday golf invitaion good players cart rental required present e mail invitation prior registration valid offers tournaments expires book tee time millennium special offer wednesday thursday anytime player friday saturday sunday holidays player golf invitation good players recieve cart green fee range balls plus sleeve xl golf balls present e mail invitation prior registration valid offers tournaments expires book tee time golf lesson special lessons save buy lessons save lesson fine tune swing expires spring break jr clinic march th th reminder company leagues rolling spring start planning company charity tournaments booking spring date choice today information contact billy paul,0
fwd porn money make day adult industry bring riches wildest dreams make day little investment make fortune adult webmaster time prefer receive messages check email removed hrs,1
online pahrma cy want welcome health suite chek iagra vic alis val x v odin ci ium xana store gives great deal save health money,1
use links information rx meeds needn t deliver speedy parcel post costless professional prescriipttion attached low prices meds asthma allergy paain relief xiety relief depresion relief hypertension alzheimers heart disease http jf com apostategood com grades s d s m way history flimbot bppms eidd cnrm algaze landscape s burning red title channel z getting static getting static,1
march activity survey aware starting collect data march price model ve attached survey help collect data driving costs activities commercial teams data tab select rcs driver quantity requested driver month february attached activity driver survey march numbers rc end day wednesday april th group currently generates standard report captures surveyed data send report recipient list beginning month eliminate need survey month like collect information team beginning month let know opportunity verify following driver indicates measure time effort team spent perform activities commercial team activity spent support commercial teams identified let know activity using allocation example allocate split percentage allocated commercial team changed month let know changed new allocation reference surveys note allocating infrastructure costs commercial teams listed survey identify business support costs feedback training allocate evenly teams costs commercial team specific activities filled time january time survey directly allocated commercial team e g genco support trace costs genco let know questions survey regards shari,0
budgets working create budget draft budget september th doing work just need little bit information starters need staffing requirements attached worksheet enter approved staffing level today staff adds think need end year sure add business justification staff adds approved staff sept just change month staff add populate accross rest months type justifcation form turn staffing september end business discuss staffing requirements steve s tuesday staff meeting thanks,0
blue dolphin pipe line company contract daren inquiring status contract contract forwarded april review initial need know possession contract possession contract need contract routed signatures returned counterparty thank marlene hilliard forwarded marlene hilliard hou ect pm marlene hilliard pm daren j farmer hou ect ect cc subject,0
tenaska iv feb demand fee feb tenaska iv sale deal spreadsheet looks like needs verify subtracted agency fee tenaska iv receipt number booked megan,0
kqttnvk bear banned cd government don t want sell indirect obvious roebuck soma cornfield crane wattage ir collier stork brunt transcendental leathery burnside heighten planoconvex coordinate juju marlborough proposal allot janos artifice sturbridge darlene break tremulous arbitrage conjugacy catalogue casework auditor capillary diffractometer millionth osteopath honeymoon prexy jed haggle pang subtlety dominick harmon earsplitting extrude arcadia glutamate memphis frescoes cave psychoacoustic cashmere nubile diffusive binary,1
ena gas sales hpl d h gas company daren e mail julie reply help thanks tess forwarded tessie n ray aepin julie l meyers tessie n ray aepin aepin cc subject ena gas sales hpl d h gas company document link tessie n ray did search deals counterparty daren farmer probably deal embedded image moved file picl pcx tessie n ray pm julie l meyers hol aepin aepin cc elizabeth hernandez enron com subject ena gas sales hpl d h gas company embedded image moved embedded image moved file pico pcx file pico pcx julie need help d h gas company faxed volume support hpl meter whihc reflects ena gas sales d h mmbtu mmbtu total mmbtu deal month sa don t sales draft ena hpl sales d h sales deal sa assist finding sale d h deal number sales draft thanks tess picl pcx pico pcx pico pcx,0
indian springs need hpl sales purchases dated hpl teco book processing revenue losses apparently addition current deal place priced different rate let know tickets place track id s finalize issue thank mary,0
hpl nom august attached file hplo xls hplo xls,0
hpl enron nom attached file hplnl xls hplnl xls,0
meter daren deal entered sitara spot wellhead purchase wagner oil company deal d meter priced ifhsc deal vance s nom bob,0
llqyo ar home owner notifixe d y oujkr mfgortga ge rate firtxed hisgh teorest rate tphe rekgfore current o verpaynoing s ums t h ousaonds o f dayolilars anu nually luckily fd c gtuaray nytee loowest rat eojs n u s hurry bepcau se rate forbecast neot looryking goohod therre noo obligations imgt fr ee lock ebvexn bsrad credit clijcxk helgrqe tai ls remoisve hxbere,1
online shopping quickly save like receive value dollar provide quality medicines affordable pricing convenience shopping comfort home overnight shipping available orders pharmacy offfer meds lower retail prices customers save meds drugs convenient location supply drugs diabetes high blood pressure anti depression enjoy convenience ordering confort home people choose internet pharmacy cause offfers meds lower prices customers meds quick delivery millie j ky ways deal withreal estate does retailing kmart sears good job selling merchandise lately ways deal withreal estate does retailing kmart sears good job selling merchandise lately extrasensorial bluefin electrifiable crepitated interlays,1
hpl nom july attached file hplo xls hplo xls,0
sorry forgot attachment aimee lannou pm julie meyers hou ect ect cc subject feb buyback swing deal spreadsheet aimee,0
meter acock production mary hplc executed gas purchase agreement ccgm lp effective hplc secured purchase production briscoe webb county months producer hoover oil did month november hopefully useful information vlt x mary poorman enron fred boas hou ect ect cc nick moshou corp enron enron cynthia hakemack hou ect ect kristen j hanson hou ect ect vance l taylor hou ect ect daren j farmer hou ect ect pat clynes corp enron enron robert cotten hou ect ect tom acton corp enron enron subject meter acock production fred run issue clem cernosek research expect answer afternoon meantime understanding big cowboy time deal ticket purchase ccgm l p hplc hplc deal probably gulf energy bigcowboy producer understand acock production mis informed insight shed deal welcome like capture accurately definitively early possible prevent future issues thank patience assistance mary,0
playful asian cutie damn sexy cutie waiting join action inside remove email,1
oasis sept production mike missing following meters contract meter receipt delivery volume delivery delivery receipt questions need copy statement let know thanks stephen r swisher specialist energy operations enron net works llc phone fax email stephen swisher enron com,0
cruise nts mexico tremendous savings inside travelocitylast minute air w car rental u s expediacruise carnival nts travel jen compuerto plata air nts inclusive expediasummer las vegas air nts strip hotel travelocityaruba hotel sale hotwire comrent size car brazilian wave toursrio janeiro special w air sea escapescruise nts rccl baja mexico cheapcaribbean comjamaica club ambiance w air jet way holidayscosta rica days inclusive gate travel days florence hotel air flycheapabroad comfly panama city summer cruisedeals com nt caribbean cruise texas octopustravel comtremendous savings hawaii hotels tax usatravelmart comcozumel air nts inclusive blueseascruise ny nt bahamas florida beach destinationspuerto vallarta air days sup fun vacationslast minute cruise deals gotmyfare comcancun air nts hotel taxes filfranck toursparis stay night topdest comrio janerio buenos aires days w air stop subscription zorps com carlsbad village drive carlsbad ca abuse zorps com,1
july hpl estimates nominations daren fyi bob forwarded robert cotten hou ect vance l taylor robert cotten hou ect ect cc subject july hpl estimates nominations bob eog s july nomination ll notice s d increase vlt x forwarded vance l taylor hou ect suzanne saldivar eogresources com pm jaustin ect enron com alannou ect enron com crodrig enron com tacton enron com vance l taylor enron com mandy mackinnon enron com susan smith ect com cc lee hileman eogresources eogresources com shirley keeney eogresources com carol mcbeath eogresources com tim vogler eogresources eogresources com subject july hpl estimates nominations attached file hpl avails jul xls hpl avails jul xls,0
hpl expense contracts fyi questions thanks forwarded rita wynne hou ect pm jackie morgan pm rita wynne hou ect ect clem cernosek hou ect ect cc michael eiben hou ect ect cheryl dudley hou ect ect subject hpl expense contracts request list pulled global contracts reviewed look let know need additional information begin printing attached points contract ll update tomorrow m jackie ext,0
president juno com exciting news free internet access begin forwarded message president juno com subject exciting news free internet access date wed dec est message id dear juno member exciting news decided expand free basic service include web access means use world wide web completely free charges fees commitments free trial s free period juno s completely free internet access service access internet offer hundreds access numbers country file attachment capability e mail juno guide floating banner directing interesting sites web order start using web free need latest version software version new version takes minutes download k modem ways software web access download juno http www juno com junofree don t web access click advertisements menu screen select index advertisements menu drops select juno advertisement ll presented screen allowing download software s easy hurry act web completely free sincerely charles ardai president juno online services current service local telephone charges apply consult local phone company questions access numbers chosen end forwarded message paying internet juno offers free internet access try today s risk free software visit http dl www juno com tagj,0
tenaska iv need change demand fees tenaska iv based actuals jan tenaska owes additional money attached netting spreadsheet need deal change mmbtu deal change got message regarding apache just leave pay lesser ofs come mark checked txu rights dailies tenaska meters said interconnecting pipes dailies spreadsheet just going prorate actuals based noms let know receive payment brazos feb enter demand fee forward cash tenaska iv thanks megan,0
txu nom s attached file hplnl xls hplnl xls,0
enron hpl actuals october october teco tap enron hpl gas daily october teco tap enron hpl gas daily october teco tap enron hpl gas daily,0
samson burger don t delivery notice let know gary h forwarded gary hanks hou ect pm mary jo johnson pm james mckay gary hanks hou ect ect edward d gottlob hou ect ect vance taylor jill t zivley hou ect ect cc esther buckley hou ect ect christy sweeney hou ect subject samson burger samson coming afternoon million d increasing mmbtu d sept gas diverted duke sheridan interconnect gas priced gas daily intermonth flow goes ifhsc term contract questions thanks mjj,0
valium charset iso new offshore pharmacy single medical question asked guaranteed s free valium xanaxm soma zyban super vlagara lowest cost world bit encrypted site means maximum confidentiality tracing executives doctor s business people using site years proud present today communication privileged contains confidential information intended person s addressed unauthorized disclosure copying distribution communication taking action contents strictly prohibited received message error notify immediately remove list regards products http www nepzzz com mo p byebye html sun jan athlete deviate celebrant goldman pentane pakistan smoke yoder dystrophy chalky iambic z,1
nd revision sea robin volumes sea robin p l forwarded ami chokshi corp enron pm steve holmes cc subject nd revision sea robin volumes sea robin p l let try time attached changes meters pvr taken processing effective sea robin plant shut repairs operational attached changes effective anc continuing notice sorry confusion previous e mail caused steve ei reveffo xls ei areveffo xls ei breveffo xls ei creveffo xls ei reveffo xls ei reveffo xls smi reveffo xls smi reveffo xls smil reveffo xls wc reveffo xls wc reveffo xls gbl reveffo xls,0
noms actual vols eileen gas control records indicate following rate changes march flow rate hrs rate hrs nom day mmbtu agree total nom reached eileen ponton david avila lsp enserch tu charlie stone texas utilities tu melissa jones texas utilities tu hpl scheduling enron com liz bellamy enron com cc subject noms actual vols nom mcf mmbtu btu note changes flow rates,0
fw intrastate gas fyi legal original message dickson stacy e sent tuesday september lozano melba subject intrastate gas melba actually complicated issue sure add language need talk jeff hodge gerald nemec issue let know figure stacy original message lozano melba sent tuesday september dickson stacy e subject intrastate gas stacy jeff responded thanks ml original message dickson stacy e sent tuesday september lozano melba subject intrastate gas melba jeff responded stacy original message lozano melba sent monday september pm dickson stacy e hodge jeffrey t cc lees lisa walker chris meredith kevin farmer daren j lauer kara subject fw intrastate gas importance high stacy add following phrase shown red exxon katy location reassure customers delivery fact intrastate let know possible approval exxonkaty transaction delivery intrastate gas tailgate exxon katy plant notwithstanding contrary general terms conditions applicable transaction counterparty enron north america corp thanks melba lozano fax pager original message lees lisa sent monday september pm lauer kara cc meredith kevin lozano melba walker chris subject intrastate gas kara product development team check legal ll thanks lisa original message lauer kara sent monday september lees lisa subject fw intrastate gas lisa involved changing product description include phrase customers texas legally bound trade intrastate gas fearful trading doesn t specifically state probably handful customers major production worth wanted check thanks kara original message farmer daren j sent monday september lauer kara subject intrastate gas fine people know gas area intrastate wants description add d original message lauer kara sent monday september farmer daren j subject intrastate gas hi daren bryan hull gave customer interested trading intrastate gas bryan informed exxon katy location intrastate wondering interested changing long description eol location include phrase intrastate gas customers interested able okay forward product development team thanks kara kara boudreau lauer enrononline marketing kara lauer enron com,0
new power company reserved share program enron u s employees registration statement relating proposed initial public offering shares common stock tnpc tnpc affiliate enron corp filed securities exchange commission connection proposed offering tnpc arranged reserve limited number shares tnpc s common stock purchase enron u s employees certain individuals reserved share program information regarding reserved share program deadline october execute link following site preliminary prospectus letter explaining program expression form nasd questionnaire related offering note event unable execute link copy link address line installed browser following statements required included e mail rules regulations securities exchange commission registration statement relating shares filed securities exchange commission effective securities sold offers buy accepted prior time registration statement effective e mail shall constitute offer sell solicitation offer buy shall sales securities state offer solicitation sale unlawful prior registration qualification securities laws state offer buy securities accepted purchase price received registration statement effective offer withdrawn revoked obligation commitment kind time prior notice acceptance given effective date indication response advertisement involve obligation commitment kind,0
pipelines dial access nominations following responses received question ask schedulers e mail pipelines maintain ability nominations dial connection ebb modem phone line ask representatives unsure pipelines require use dial ebb access responses e mail mailed managers houston denver calgary cora nigas michcon peoples tammy gilmore reliant field services accunom michael olsen epgt oasis lonestar patti sullivan pg e robert ramirez cgulf richard pinion,0
enron hpl actuals october teco tap hpl gas daily,0
centana storage deal rita stephen working matter getting contracts counter parties activated pathed september talked stephen morning working global counter parties active thanks mike original message wynne rita sent tuesday december olsen michael swisher stephen cc anastas sherry farmer daren j subject centana storage deal mike stephen able deal sale centana storage aep advise like completed close possible daren aware transaction let know thanks,0
meter daren set deal meter accounting arrangement created month used texas general land storage deal withholding injections nominated pops let know volume management wants bammel allocated today thanks aimee,0
lose os effetiveeight os aaiabe withoutrescription learn unlist,1
gulf plains tennessee november received plant apparently shorted dth rd november opened valve th flowed dth pipe nomination plant asking phone tennessee accept allocation volume realize really alot net difference volumetrically market volatile prices risen significantly nov rd don t know market situation like tgpl creating imbalance contract market allocate potential penalties like resolve today possible advise mary,0
eol issues immediate response eol issue day deal showing sitara torrey moorer unable reach page following numbers pass information group thank jennifer boisblanc denny torrey moorer,0
holiday voucher tropical travel package receiving email opted associates reply email address does accept mail remove list receive future offersplease click send request including email address voucher fulfillmentl cypress creek road suite fort lauderdale fl,1
final cp change merger list final list counterparty change mergers changes global counterparty follows changes current legal erms shortname overlayed monday afternoon want update bid week begins tuesday problem erms shortnames changed monday notify immediately mergers business changes old record inactivated marilyn colbert cheryl johnson,0
hm elblo dear home owner hajv e bee n nbotiofied yowu r morqtgagce rate fpuixfed ve rcy high iwwnterepssdt ratbre fore curre nt oytverp aycing w yhich sums oufrp thou sands dollars annual ly luckily yoxju cvan guarantee lowest rates u s sbo hurry becxau se rate forecast n ot loo king goo d thnere nxmo obligat ions aynod freae lock evek n bad cred itqo click n ow f dewdt ails rorewemove h errbe snail mail rua d mpr en s e r c bqil o b bu majhputo mo zambali que,1
day txu lonestar called carthage,0
